Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
4481,0.53,Ideal,E,VS2,62.7,54.0,5.15,5.18,3.24,1721
2267,0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,1165
20533,0.78,Premium,F,SI2,60.6,57.0,5.98,5.94,3.61,2340
6803,0.39,Good,F,SI1,63.6,58.0,4.65,4.6,2.94,921
15963,0.5,Ideal,F,VVS1,60.4,56.0,5.16,5.21,3.13,2165
8601,1.01,Premium,F,SI1,60.6,59.0,6.52,6.49,3.94,5345
26412,0.71,Ideal,E,VS2,62.2,57.0,5.79,5.62,3.55,2776
18651,1.04,Premium,E,SI2,61.6,58.0,6.52,6.45,3.99,3914
23232,1.2,Ideal,D,VVS2,61.9,56.0,6.81,6.83,4.22,16130
3808,2.01,Very Good,G,SI2,63.3,56.0,8.06,8.01,5.08,12271
20725,0.61,Premium,H,SI1,59.5,62.0,5.55,5.51,3.29,1382
19772,0.32,Ideal,I,IF,61.4,57.0,4.39,4.44,2.71,655
9102,1.01,Very Good,D,SI1,61.6,59.0,6.42,6.47,3.97,5815
16902,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,8319
18607,0.76,Very Good,F,SI2,62.7,55.0,5.74,5.83,3.63,2469
1361,1.09,Very Good,G,SI1,60.2,60.0,6.66,6.7,4.02,5305
26570,0.9,Premium,F,SI1,62.0,55.0,6.2,6.16,3.83,4183
21400,0.95,Premium,J,VVS2,62.6,59.0,6.23,6.26,3.91,3669
4535,0.32,Premium,H,VS2,62.7,58.0,4.35,4.33,2.72,605
3889,0.3,Ideal,E,VS2,62.3,56.0,4.3,4.34,2.69,658
7790,1.51,Premium,F,VS2,62.5,58.0,7.36,7.21,4.55,14294
14523,0.81,Very Good,G,VS1,63.1,58.0,5.92,5.96,3.75,3507
4522,0.41,Very Good,E,SI1,63.2,58.0,4.72,4.68,2.97,904
3834,1.5,Very Good,D,SI1,,59.0,7.41,7.46,4.46,12060
188,0.75,Very Good,I,SI1,63.7,56.0,5.73,5.77,3.66,2300
3755,0.7,Good,D,SI2,58.2,63.0,5.78,5.83,3.38,2583
11124,1.01,Ideal,E,SI1,60.8,56.0,6.48,6.51,3.95,5534
14217,0.77,Premium,J,SI1,61.8,59.0,5.86,5.82,3.61,2010
25425,0.35,Very Good,G,IF,62.1,54.0,4.53,4.57,2.82,892
7566,1.54,Ideal,J,VS1,62.2,59.0,7.34,7.38,4.58,8848
24432,1.16,Premium,F,SI2,61.9,59.0,6.71,6.66,4.14,4476
10204,0.33,Ideal,E,VS2,60.6,55.0,4.5,4.48,2.72,928
18366,0.76,Premium,D,VS2,60.9,58.0,5.9,5.85,3.58,2977
4832,0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.14,3.18,1865
5706,1.54,Premium,I,VS2,59.8,59.0,7.61,7.53,4.53,9659
9833,2.01,Fair,G,SI2,63.8,59.0,7.77,7.87,4.99,14799
19489,0.41,Ideal,E,VS1,62.0,55.0,4.74,4.77,2.95,1079
11189,0.35,Ideal,F,VVS2,61.6,58.0,4.5,4.53,2.78,795
6270,0.38,Very Good,G,VS2,59.9,58.0,4.72,4.77,2.84,766
24205,0.73,Premium,D,SI1,60.5,58.0,5.85,5.82,3.53,2498
5927,0.3,Ideal,H,VVS2,,55.0,4.28,4.25,2.67,776
23964,0.85,Ideal,G,VS1,61.6,54.0,6.08,6.12,3.76,4164
13271,0.33,Premium,G,VS1,,59.0,4.51,4.54,2.68,666
13420,0.72,Very Good,I,VVS2,62.5,56.0,5.7,5.72,3.57,2530
14345,1.22,Ideal,G,VS1,62.0,56.0,6.83,6.88,4.24,9339
18036,1.2,Good,G,SI2,,54.0,6.75,6.71,4.28,5141
22118,1.51,Ideal,I,VVS2,61.6,58.0,7.35,7.4,4.54,10821
21353,1.15,Ideal,G,SI2,62.3,56.0,6.67,6.75,4.18,4838
12781,0.4,Premium,J,VS1,60.7,60.0,4.79,4.76,2.9,810
15745,1.01,Fair,D,SI1,63.5,58.0,6.35,6.25,4.0,4751
21848,1.7,Premium,F,VS2,62.5,61.0,7.54,7.45,4.69,13737
4067,0.96,Very Good,G,SI1,60.3,57.0,6.35,6.38,3.84,4265
9479,1.51,Good,E,SI1,63.5,57.0,7.23,7.28,4.61,10696
13735,0.32,Very Good,F,VS2,63.3,57.0,4.38,4.34,2.76,773
9007,0.56,Ideal,D,VS2,60.9,56.0,5.31,5.36,3.25,1963
1431,0.43,Premium,G,VS2,62.3,58.0,4.85,4.81,3.01,1113
20950,0.7,Very Good,G,VS2,61.8,55.0,5.69,5.74,3.53,3026
21178,1.7,Very Good,I,VS1,60.6,59.0,7.64,7.67,4.64,11514
15174,0.32,Premium,H,VS2,60.5,59.0,4.43,4.39,2.67,648
471,1.28,Ideal,H,SI2,61.8,57.0,7.0,6.97,4.32,5676
18322,0.7,Very Good,I,SI2,62.5,58.0,5.64,5.72,3.55,1580
9019,0.38,Premium,D,SI1,58.9,61.0,4.79,4.75,2.81,941
24393,2.17,Ideal,I,SI1,62.1,57.0,8.26,8.32,5.15,16716
15852,1.03,Ideal,H,SI2,61.6,54.0,6.51,6.55,4.02,4611
14327,0.41,Premium,F,VVS2,60.6,58.0,4.84,4.79,2.92,1192
8075,0.31,Ideal,E,VS2,61.0,54.0,4.37,4.41,2.68,680
25835,0.9,Premium,H,VS1,62.4,58.0,6.15,6.19,3.85,4309
16260,0.3,Ideal,E,VVS1,62.5,54.0,4.32,4.29,2.69,979
22883,1.02,Good,E,SI2,63.2,56.0,6.37,6.41,4.04,4712
1005,0.6,Ideal,I,SI1,62.2,58.0,5.37,5.41,3.35,1342
17695,1.0,Very Good,E,VVS2,59.1,58.0,6.5,6.57,3.86,9815
9489,0.37,Ideal,D,VS2,61.6,56.0,4.63,4.59,2.84,1124
2748,1.5,Ideal,G,VS2,61.7,54.0,7.36,7.4,4.55,13135
23276,0.7,Very Good,I,VS2,63.0,60.0,5.59,5.62,3.53,1867
5086,1.5,Very Good,F,IF,63.2,58.0,7.2,7.32,4.59,18552
19325,0.64,Premium,F,SI1,60.1,60.0,5.62,5.57,3.36,1901
26621,0.73,Ideal,G,VVS2,62.1,56.0,5.78,5.81,3.59,3396
2004,1.01,Ideal,F,VS2,60.3,56.0,6.56,6.5,3.94,6794
2224,0.94,Good,D,SI1,63.6,56.0,6.25,6.2,3.96,4790
25994,1.93,Ideal,F,SI1,59.5,60.0,8.1,8.13,4.83,18306
14149,0.46,Good,E,SI1,62.7,58.0,4.87,4.92,3.07,967
1300,0.4,Premium,G,SI1,62.0,59.0,4.72,4.7,2.92,900
13285,1.2,Ideal,H,SI2,62.7,55.0,6.74,6.69,4.21,5578
2292,0.5,Ideal,F,VVS2,62.0,53.6,5.09,5.13,3.18,2025
6861,1.04,Premium,G,SI2,62.8,59.0,6.47,6.42,4.05,3564
12977,1.01,Ideal,E,VS2,61.4,57.0,6.44,6.5,3.97,6956
21553,1.26,Ideal,H,SI2,61.0,56.0,6.99,6.95,4.25,5998
22513,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,1928
5537,1.14,Ideal,F,VVS1,60.1,60.0,6.79,6.83,4.09,11226
7196,0.87,Very Good,J,SI1,63.1,60.0,6.03,5.96,3.78,2379
14174,0.36,Ideal,G,VVS1,60.9,57.0,4.63,4.57,2.8,1080
1515,0.58,Premium,E,VS1,62.2,58.0,5.35,5.3,3.31,2297
5782,0.4,Premium,G,SI1,62.7,59.0,4.71,4.67,2.94,900
20661,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,620
18094,1.04,Premium,H,SI1,59.5,58.0,6.67,6.58,3.94,4980
14275,1.06,Very Good,D,SI1,59.4,57.0,6.65,6.72,3.97,5713
12948,0.55,Premium,D,SI1,61.0,58.0,5.27,5.29,3.22,1692
23384,0.9,Good,F,SI1,61.8,63.0,6.21,6.18,3.83,4241
25116,2.02,Very Good,I,VS2,58.8,57.0,8.21,8.29,4.85,14620
21230,1.12,Ideal,E,VS1,61.3,56.0,6.7,6.72,4.11,8991
1826,0.32,Ideal,E,VVS2,62.3,55.0,4.37,4.4,2.73,890
17970,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,3577
19963,0.3,Ideal,D,VS2,61.4,54.0,4.34,4.39,2.68,670
18470,0.31,Premium,G,VS2,61.5,59.0,4.33,4.35,2.67,544
7474,0.7,Ideal,G,VS2,61.9,56.0,5.68,5.7,3.52,3253
25493,1.31,Premium,F,SI1,62.6,58.0,6.98,7.02,4.38,7625
15091,0.46,Ideal,D,VS2,62.4,56.0,4.98,4.95,3.1,1298
11039,0.4,Premium,J,VS1,63.0,58.0,4.7,4.66,2.95,810
17618,0.96,Premium,J,SI1,60.3,59.0,6.4,6.36,3.85,3269
14049,0.55,Very Good,D,VVS1,61.5,56.0,5.23,5.27,3.23,2815
17228,1.01,Very Good,G,VS1,62.5,56.0,6.36,6.4,3.99,6846
24324,0.38,Ideal,H,VS1,60.6,57.0,4.73,4.7,2.85,1117
9394,0.62,Fair,E,SI2,58.2,60.0,5.7,5.51,3.26,1435
6608,0.91,Fair,H,SI1,65.3,62.0,6.11,6.01,3.96,3278
1943,0.51,Very Good,E,VS2,60.0,57.0,5.15,5.19,3.1,1549
6174,1.36,Ideal,G,VS1,61.0,56.0,7.13,7.11,4.34,10455
16419,1.13,Premium,D,SI2,60.9,59.0,6.65,6.72,4.07,5133
13459,0.41,Premium,E,VVS2,61.8,59.0,4.74,4.78,2.94,1187
20829,0.31,Premium,G,VVS1,61.1,58.0,4.32,4.35,2.65,816
882,1.07,Ideal,D,SI1,61.8,55.0,6.54,6.59,4.06,5767
24337,0.54,Premium,F,SI1,63.0,57.0,5.23,5.18,3.28,1349
3001,0.5,Ideal,F,VS2,62.7,57.0,5.08,5.1,3.19,1436
11082,1.37,Ideal,G,VVS1,62.6,55.0,7.07,7.12,4.44,12342
8312,0.53,Good,F,VS1,61.8,62.8,5.13,5.16,3.18,1624
35,0.35,Very Good,D,VS1,59.9,56.0,4.61,4.64,2.77,846
17380,1.0,Good,J,SI1,63.9,60.0,6.26,6.19,3.98,3679
7903,1.05,Premium,G,SI1,60.3,57.0,6.64,6.59,3.99,4974
14477,2.0,Premium,I,SI2,61.3,59.0,8.13,8.09,4.97,14208
4551,0.7,Good,G,SI1,63.7,60.0,5.57,5.51,3.53,2150
22937,0.32,Premium,E,VS2,61.2,59.0,4.4,4.43,2.7,702
21490,1.54,Very Good,I,SI2,59.4,61.0,7.49,7.56,4.47,7589
212,0.41,Ideal,G,VS1,61.9,57.0,4.81,4.76,2.96,961
8076,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,1107
3820,0.7,Very Good,I,VVS1,58.8,61.0,5.78,5.82,3.41,2389
20694,1.51,Very Good,G,SI2,63.2,55.0,7.32,7.27,4.61,8574
8070,0.39,Premium,J,VS1,61.0,62.0,4.71,4.66,2.86,790
19973,0.8,Ideal,H,VS1,62.2,56.0,5.92,5.95,3.69,3581
7624,1.51,Premium,J,VVS2,62.6,59.0,7.31,7.33,4.58,8770
24151,1.0,Very Good,F,SI1,61.0,60.0,6.38,6.43,3.91,5804
19553,0.35,Very Good,H,SI1,61.0,62.0,4.52,4.56,2.77,491
2064,0.31,Ideal,F,VS2,61.3,57.0,4.3,4.34,2.65,625
12463,1.09,Ideal,J,SI1,61.4,55.0,6.61,6.67,4.08,4565
23103,1.01,Very Good,H,VS2,62.0,59.0,6.45,6.48,4.01,5186
18670,0.9,Very Good,H,SI2,59.5,63.0,6.26,6.31,3.74,3160
17301,1.69,Very Good,J,I1,60.2,61.0,7.7,7.79,4.66,5182
21062,0.71,Ideal,E,VS2,62.7,56.0,5.71,5.75,3.59,2891
26640,2.2,Premium,J,VS1,61.7,59.0,8.3,8.34,5.13,15064
25579,1.27,Ideal,G,VS2,61.9,57.0,6.9,6.93,4.28,9489
17142,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1902
23658,0.42,Ideal,D,VVS1,61.6,56.0,4.79,4.82,2.96,1547
26599,0.51,Premium,E,VS1,62.3,56.0,5.14,5.13,3.2,1837
8602,1.7,Ideal,H,VS1,,57.0,7.57,7.47,4.72,14266
2749,0.63,Very Good,H,VVS2,63.2,60.0,5.49,5.39,3.44,1932
9271,0.23,Very Good,E,VVS1,60.8,56.0,3.94,3.99,2.41,499
14819,1.0,Very Good,H,SI1,62.4,58.0,6.37,6.42,3.99,4574
11368,1.32,Ideal,D,VVS2,59.3,59.0,7.16,7.23,4.27,15802
20792,0.71,Ideal,G,VS2,61.6,55.0,5.74,5.78,3.55,2537
7287,0.37,Ideal,E,VS2,61.0,56.0,4.64,4.67,2.84,762
5673,0.71,Ideal,H,IF,62.0,54.0,5.71,5.75,3.55,3190
7704,0.32,Ideal,G,VVS2,61.2,56.0,4.41,4.42,2.7,730
24909,1.02,Very Good,F,VS1,61.9,59.0,6.38,6.44,3.97,7257
11916,0.31,Premium,F,VVS1,59.4,58.0,4.41,4.45,2.63,766
14443,1.53,Very Good,E,SI1,60.8,60.0,7.43,7.51,4.54,12386
11643,1.34,Ideal,E,VVS2,62.6,54.0,7.05,7.07,4.42,14593
7526,0.31,Ideal,G,VVS1,61.7,57.0,4.38,4.34,2.69,1046
7824,0.9,Very Good,E,SI1,61.4,56.0,6.19,6.23,3.81,5387
3901,0.92,Good,I,SI1,57.4,65.0,6.42,6.48,3.7,3122
24569,0.37,Ideal,E,VVS1,61.5,56.0,4.64,4.59,2.84,1179
12558,1.0,Very Good,E,I1,63.0,57.0,6.32,6.35,3.99,3300
25288,1.71,Very Good,I,SI2,,58.0,7.59,7.54,4.74,8896
22006,0.6,Ideal,D,VS2,62.8,57.0,5.37,5.39,3.38,2061
21483,0.72,Premium,E,VS2,60.9,60.0,5.8,5.76,3.52,2822
2744,0.33,Ideal,D,SI2,62.4,57.0,4.42,4.39,2.75,631
22773,0.36,Very Good,G,VVS2,59.5,56.0,4.68,4.73,2.8,858
22536,1.61,Ideal,E,SI2,61.6,56.0,7.54,7.62,4.67,9961
211,0.58,Ideal,E,SI1,61.6,55.0,5.33,5.38,3.3,1636
6802,0.25,Good,E,VVS2,61.2,62.0,4.04,4.07,2.48,505
25905,0.37,Premium,E,VVS2,60.9,59.0,4.65,4.61,2.82,1082
19206,0.53,Ideal,F,VVS2,62.2,56.0,5.18,5.2,3.23,2158
18181,0.3,Ideal,F,SI1,62.5,57.0,4.3,4.31,2.69,475
23169,1.18,Ideal,I,VS1,62.2,57.0,6.76,6.72,4.19,5551
12551,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1066
21031,0.32,Ideal,D,VS2,60.5,56.0,4.48,4.45,2.7,972
24811,1.11,Ideal,H,SI1,62.7,56.0,6.65,6.59,4.15,5386
15476,0.31,Ideal,D,VS1,61.6,55.0,4.3,4.33,2.66,713
22060,0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,3454
14849,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1836
19505,0.75,Premium,F,SI1,,58.0,5.83,5.87,3.6,2683
22911,0.9,Very Good,F,SI2,63.4,59.0,6.07,6.11,3.86,3605
10608,0.31,Ideal,F,VVS1,62.0,54.0,4.36,4.38,2.71,840
18187,0.5,Good,I,SI2,65.3,56.0,4.91,5.01,3.24,855
4579,0.71,Very Good,E,VS2,63.4,61.0,5.6,5.57,3.54,2450
6592,0.29,Very Good,G,VVS1,62.0,55.0,4.27,4.29,2.65,607
157,0.91,Very Good,G,SI2,60.0,57.0,6.27,6.32,3.78,3531
25514,1.24,Ideal,D,SI1,60.4,57.0,6.95,7.02,4.22,8457
23396,0.3,Premium,H,VS2,62.7,59.0,4.26,4.22,2.66,608
18106,0.24,Very Good,F,SI1,60.9,61.0,4.02,4.03,2.45,404
12389,0.54,Ideal,E,VS1,62.0,56.0,5.25,5.17,3.23,2041
26686,0.35,Ideal,F,VS2,61.9,54.0,4.54,4.5,2.8,906
139,0.75,Ideal,F,VS2,62.1,57.0,5.8,5.82,3.61,3081
16288,0.55,Ideal,F,SI2,62.3,57.0,5.27,5.22,3.27,1263
13570,1.58,Premium,G,VS2,62.6,59.0,7.44,7.47,4.67,13014
584,0.31,Good,G,VS1,63.8,57.0,4.29,4.33,2.75,625
14632,0.32,Premium,I,VS1,62.6,58.0,4.4,4.38,2.75,648
5972,1.25,Ideal,H,VS1,62.1,57.0,6.89,6.92,4.29,8365
14237,0.33,Ideal,H,VS1,61.9,56.0,4.48,4.44,2.76,743
18339,2.2,Premium,H,SI2,62.7,58.0,8.33,8.27,5.2,17634
26223,0.32,Ideal,E,VS2,60.9,56.0,4.45,4.48,2.72,846
26900,0.31,Premium,E,SI1,62.7,58.0,4.35,4.32,2.72,605
11439,0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,1140
2659,1.22,Ideal,E,SI1,61.7,56.0,6.92,6.88,4.26,7215
1592,0.75,Premium,D,SI2,61.3,59.0,5.88,5.83,3.59,1858
17162,0.34,Ideal,D,SI1,62.8,55.0,4.5,4.45,2.81,803
19266,1.5,Good,J,VS1,63.3,57.0,7.2,7.24,4.57,8736
1494,1.01,Very Good,F,IF,63.5,59.0,6.29,6.41,4.03,9972
13189,1.01,Good,G,SI1,63.6,58.0,6.29,6.35,4.02,4195
11138,0.57,Ideal,H,SI1,61.8,57.0,5.32,5.36,3.3,1397
25041,1.05,Ideal,I,VS2,60.3,57.0,6.57,6.63,3.98,5697
1341,0.32,Ideal,G,VS1,61.3,57.0,4.37,4.4,2.69,645
22355,1.04,Very Good,I,SI1,62.0,57.0,6.47,6.5,4.02,4290
22289,0.73,Premium,J,VS1,61.3,61.0,5.83,5.78,3.56,2037
13011,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,823
12947,0.3,Ideal,H,VS2,61.7,57.0,4.28,4.32,2.65,454
1354,0.71,Very Good,F,SI1,62.1,58.0,5.64,5.72,3.53,2221
1211,0.72,Ideal,E,SI1,61.3,56.0,5.77,5.81,3.55,2731
10400,0.42,Ideal,G,VVS1,61.6,55.0,4.82,4.85,2.98,1179
17615,1.03,Fair,H,SI2,66.3,57.0,6.35,6.25,4.18,3749
19122,1.14,Very Good,H,SI2,63.3,57.0,6.6,6.63,4.19,4615
15830,1.02,Very Good,F,SI2,59.6,59.0,6.51,6.54,3.89,3974
25208,0.31,Very Good,G,VS1,62.2,56.0,4.32,4.36,2.7,625
16626,1.54,Premium,G,SI2,59.4,60.0,7.52,7.49,4.46,7848
6778,2.0,Fair,F,I1,64.9,57.0,7.99,7.82,5.14,7258
9802,0.92,Good,H,VS1,62.3,63.0,6.18,6.3,3.88,4116
10573,0.91,Very Good,J,SI1,62.8,59.0,6.14,6.19,3.87,2956
16096,1.03,Ideal,G,SI1,60.9,57.0,6.54,6.5,3.97,5037
23536,0.9,Very Good,G,VS2,62.5,57.0,6.12,6.14,3.83,4600
24710,0.96,Fair,G,SI2,66.8,61.0,6.15,6.04,4.07,2539
26533,0.41,Premium,J,VVS1,62.2,59.0,4.75,4.71,2.94,994
18084,0.71,Premium,H,SI1,61.0,58.0,5.73,5.77,3.51,2006
20085,0.71,Very Good,F,SI1,61.1,57.0,5.71,5.74,3.5,2333
8987,1.0,Good,E,VS1,60.1,63.0,6.42,6.45,3.87,7556
22000,0.3,Ideal,E,VS1,61.8,56.0,4.32,4.35,2.68,670
22477,1.6,Premium,H,SI2,59.4,59.0,7.55,7.6,4.5,8184
25345,0.9,Very Good,H,SI2,62.9,57.0,6.09,6.16,3.85,3160
9202,0.54,Premium,D,VS1,61.1,58.0,5.3,5.24,3.22,2100
6556,0.42,Premium,I,SI1,61.2,60.0,4.82,4.78,2.94,803
26864,0.4,Very Good,E,SI1,62.8,59.0,4.64,4.69,2.93,737
20940,0.52,Ideal,E,VVS2,61.3,56.0,5.18,5.2,3.18,2675
16359,0.34,Ideal,G,IF,62.2,56.0,4.45,4.46,2.77,984
5837,0.55,Ideal,F,VS1,60.5,57.0,5.3,5.34,3.22,2119
23123,2.28,Premium,H,SI1,59.3,58.0,8.6,8.56,5.09,13919
12805,0.4,Ideal,J,VS1,61.5,58.0,4.73,4.76,2.92,633
14507,0.74,Good,H,VS2,63.0,57.0,5.72,5.77,3.62,2327
13336,0.57,Very Good,G,SI2,60.5,56.0,5.41,5.44,3.28,1171
11610,0.41,Ideal,G,IF,61.0,57.0,4.81,4.79,2.93,1431
2662,1.5,Premium,J,VS2,61.7,56.0,7.33,7.23,4.49,7308
21707,1.51,Very Good,H,SI2,62.3,58.0,7.31,7.35,4.57,9107
8948,0.31,Good,D,SI2,63.9,57.0,4.33,4.28,2.75,593
9781,1.18,Premium,H,SI2,,57.0,6.81,6.73,4.17,4956
17169,0.33,Ideal,E,VVS1,61.2,56.0,4.51,4.45,2.74,1052
4668,0.36,Ideal,G,SI2,60.7,58.0,4.62,4.64,2.81,505
20504,1.02,Premium,H,VS2,61.8,58.0,6.49,6.43,3.99,5241
186,0.43,Ideal,E,SI1,,56.0,4.82,4.79,3.01,975
13646,1.29,Very Good,I,VS1,,58.0,6.98,7.03,4.28,5562
5130,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,642
3668,0.43,Very Good,F,VS2,61.6,59.0,4.78,4.87,2.97,905
25607,1.11,Premium,H,SI1,62.1,58.0,6.6,6.57,4.09,5102
368,0.29,Very Good,I,VS2,,55.0,4.25,4.27,2.66,384
22079,0.6,Ideal,E,SI1,61.4,57.0,5.52,5.46,3.37,1601
6127,0.41,Ideal,G,VS1,59.8,57.0,4.81,4.86,2.89,899
21729,1.06,Premium,F,SI2,62.5,58.0,6.54,6.41,4.05,4719
19145,1.19,Premium,I,VS1,59.9,61.0,6.91,6.85,4.12,5747
10201,0.41,Ideal,F,VS2,62.3,57.0,4.78,4.75,2.97,1107
11877,1.03,Premium,H,VS2,63.0,59.0,6.47,6.36,4.04,5364
22221,0.6,Ideal,G,VS1,61.6,56.0,5.44,5.47,3.36,2131
11153,0.43,Premium,D,SI2,62.6,58.0,4.79,4.82,3.01,716
4445,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2670
7453,0.32,Ideal,E,SI1,62.1,54.0,4.4,4.42,2.74,532
15870,0.31,Ideal,H,VVS1,62.2,56.0,4.37,4.34,2.71,907
6723,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,3577
10832,0.7,Ideal,E,SI1,62.7,57.0,5.64,5.66,3.54,2614
4744,2.28,Ideal,G,SI2,61.6,57.0,8.44,8.37,5.18,13907
11596,1.2,Very Good,G,VS2,62.0,55.0,6.8,6.84,4.23,7318
13894,1.08,Premium,G,VS1,62.0,60.0,6.55,6.51,4.05,6689
277,0.51,Very Good,G,VVS2,61.7,58.0,5.13,5.18,3.18,1875
5964,0.32,Premium,H,VS2,62.4,58.0,4.36,4.33,2.71,648
12502,0.96,Very Good,H,SI1,63.1,58.0,6.2,6.25,3.93,4064
22008,1.32,Ideal,G,VS2,62.4,57.0,7.05,6.98,4.38,8728
771,2.33,Good,G,SI2,63.9,60.0,8.37,8.3,5.32,13242
16221,1.21,Premium,F,VVS1,63.0,59.0,6.75,6.7,4.24,11175
3840,0.82,Ideal,G,VS1,61.9,54.0,5.99,6.03,3.72,3880
7220,1.01,Premium,E,SI2,60.6,58.0,6.53,6.47,3.94,4118
79,1.2,Premium,G,SI1,62.2,58.0,6.8,6.7,4.2,5154
12981,0.38,Ideal,D,VVS2,60.3,57.0,4.71,4.77,2.86,992
17511,1.72,Premium,H,SI1,,58.0,7.63,7.59,4.79,13078
18728,0.53,Ideal,E,VS2,62.0,56.0,5.29,5.2,3.25,1956
5246,0.34,Premium,F,SI2,61.7,61.0,4.48,4.44,2.75,574
15387,0.92,Ideal,F,VS2,61.2,56.0,6.25,6.3,3.84,5805
16286,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,1292
14185,0.9,Very Good,H,VS1,63.5,59.0,6.13,6.1,3.88,4234
4490,1.22,Ideal,H,VVS2,61.8,57.0,6.85,6.89,4.25,8014
13001,1.5,Good,H,SI2,64.2,56.0,7.2,7.26,4.64,7161
26712,0.79,Ideal,G,SI1,61.8,56.0,5.93,5.91,3.66,2831
25127,1.1,Ideal,I,VS1,60.8,58.0,6.68,6.63,4.04,5291
19657,0.52,Ideal,D,VS2,61.0,57.0,5.18,5.21,3.17,1774
9962,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,638
7206,0.39,Ideal,E,VVS2,61.9,55.0,4.7,4.74,2.92,1034
3298,0.6,Ideal,F,VS2,61.9,57.0,5.39,5.43,3.35,1970
17296,0.51,Ideal,G,IF,61.4,54.0,5.18,5.24,3.2,2208
17597,1.01,Very Good,F,SI2,62.7,55.0,6.32,6.4,3.99,4853
16084,0.65,Premium,I,SI2,60.7,58.0,5.65,5.62,3.42,1219
3858,1.39,Ideal,F,SI2,62.2,56.0,7.2,7.15,4.46,5021
4859,0.5,Very Good,F,SI1,62.3,60.0,5.07,5.11,3.17,1250
8140,0.7,Good,E,SI1,58.3,64.0,5.77,5.69,3.34,2370
7119,0.71,Ideal,I,VVS1,61.4,56.0,5.73,5.76,3.53,2606
6343,0.43,Premium,F,SI2,58.3,62.0,4.97,4.91,2.88,813
5351,0.93,Premium,G,VS2,62.2,59.0,6.26,6.21,3.88,4750
3670,1.01,Ideal,E,SI1,61.6,57.0,6.44,6.49,3.98,5206
26043,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2041
22161,1.57,Very Good,I,VS1,59.7,61.0,7.51,7.62,4.52,10336
16667,1.5,Ideal,F,VS2,60.2,55.0,7.45,7.51,4.5,14281
19907,0.32,Ideal,G,VS2,62.4,55.0,4.39,4.36,2.73,672
1389,1.51,Ideal,D,VS2,60.9,57.0,7.42,7.45,4.53,15776
20123,0.71,Premium,G,SI1,60.4,59.0,5.81,5.75,3.49,2352
17299,0.7,Very Good,G,VS1,63.2,56.0,5.61,5.56,3.53,2535
7659,0.79,Premium,G,VS2,62.3,58.0,5.92,5.89,3.68,2959
14495,0.39,Premium,E,SI2,60.7,62.0,4.74,4.72,2.87,778
19934,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,6762
2805,1.53,Fair,J,VS2,64.7,58.0,7.24,7.22,4.68,6659
13891,0.32,Ideal,H,VVS2,62.0,55.0,4.42,4.39,2.73,828
16604,2.2,Premium,I,SI2,61.8,54.0,8.45,8.4,5.2,13719
501,0.71,Premium,G,SI1,58.9,62.0,5.85,5.79,3.43,2181
5899,1.5,Premium,H,VS2,62.4,59.0,7.29,7.32,4.56,11092
22238,1.1,Premium,F,I1,,61.0,6.7,6.65,3.99,3745
20664,0.34,Very Good,D,SI1,59.8,61.0,4.5,4.53,2.7,626
7930,1.02,Good,G,SI1,63.6,58.0,6.34,6.39,4.05,4964
5215,0.33,Ideal,G,SI2,,56.0,4.45,4.41,2.74,557
26065,0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,446
10073,0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,629
16593,0.43,Ideal,H,SI1,60.7,54.0,4.96,4.92,3.0,891
3569,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,11294
7276,0.25,Ideal,G,SI1,62.3,53.0,4.06,4.09,2.54,363
23704,0.3,Ideal,G,VS1,61.8,55.0,4.33,4.31,2.67,776
17650,1.21,Premium,G,SI2,62.7,59.0,6.74,6.66,4.2,5405
5167,0.35,Ideal,I,IF,62.5,55.0,4.54,4.52,2.83,945
965,0.43,Ideal,D,VS2,61.8,56.0,4.83,4.81,2.98,1129
10861,0.5,Very Good,G,VVS1,63.3,56.0,5.1,5.07,3.22,2070
